login,followers,max_stars,max_forks,account_age,agent_activity_span_days,agent_diversity,agentic_repo_breadth,collab_breadth,5yr_public_commits,5yr_private_work,5yr_reviews_given,5yr_prs_opened
lankz,33.0,12.0,8.0,17.0,0,1,1,2,43,531,1,13
TylerDaGeorge,0.0,0.0,0.0,4.0,1,1,1,0,40,0,0,12
ZonG0D,0.0,0.0,0.0,3.0,0,1,1,0,109,0,0,40
Beetax,0.0,0.0,0.0,1.0,1,1,1,0,29,0,0,14
iesodias,32.0,0.0,0.0,10.0,0,1,1,0,309,0,0,39
brianwilliams42,2.0,0.0,0.0,9.0,0,1,1,0,136,0,1,98
romilpunetha,1.0,0.0,0.0,7.0,0,1,1,0,80,3722,21,60
Guilhermefds,2.0,0.0,0.0,8.0,0,1,1,0,1,0,0,1
mattjutt1,0.0,0.0,0.0,2.0,5,1,2,0,272,0,3,121
radosroka,45.0,0.0,0.0,12.0,4,1,2,3,7,18,60,94
oomlout,21.0,0.0,0.0,17.0,1,1,2,0,9513,0,0,23
adamziel,208.0,0.0,0.0,16.0,2,1,1,60,4432,5078,762,1523
Leanardoe,0.0,0.0,0.0,11.0,6,1,1,0,40,0,0,5
eentost,1.0,0.0,0.0,8.0,0,1,1,0,17,0,0,2
goncalo-m-ferreira,1.0,0.0,0.0,4.0,0,1,1,1,24,0,0,2
digirizon,0.0,0.0,0.0,8.0,0,1,1,0,0,0,0,1
gonzo-code,4.0,0.0,0.0,6.0,0,1,1,0,11,1,0,86
ludovic95240,0.0,0.0,0.0,2.0,0,1,1,0,30,0,0,1
nlauchande,34.0,0.0,0.0,15.0,23,1,1,5,157,964,4,32
llbartekll,62.0,0.0,0.0,9.0,3,1,2,13,7568,79,594,661
NathanDMT,6.0,1.0,0.0,9.0,0,1,1,0,142,60,0,14
oravandres,3.0,0.0,0.0,10.0,0,1,1,0,0,1006,0,0
alephnan,0.0,2.0,0.0,1.0,7,1,2,0,25,0,1,6
RepKuririn,0.0,0.0,0.0,9.0,0,1,1,0,0,0,0,0
lee7198,21.0,0.0,0.0,6.0,22,1,2,1,1724,2409,0,76
afrik-ai,0.0,0.0,0.0,4.0,0,1,1,0,0,0,0,1
developer0hye,231.0,0.0,0.0,8.0,1,1,1,17,1167,419,1,236
Lyudmira,2.0,0.0,1.0,3.0,0,1,1,1,31,87,0,12
leandromlmoreira,1.0,1.0,0.0,4.0,0,1,1,1,71,2110,0,10
ludopop,0.0,0.0,0.0,1.0,0,1,1,0,5,0,0,2
hudra0,13.0,161.0,16.0,4.0,34,1,1,0,589,0,0,20
Geralt4,0.0,0.0,0.0,4.0,1,1,1,1,14,0,0,3
DenisKopylov,0.0,0.0,0.0,2.0,30,1,1,0,13,0,0,6
alastairherd,1.0,0.0,0.0,6.0,12,1,2,2,45,501,1,5
zmrishh,0.0,0.0,0.0,6.0,0,1,1,2,118,0,0,2
seb-75020,0.0,0.0,0.0,1.0,0,1,1,0,2,0,0,2
vdidon,0.0,0.0,0.0,14.0,0,1,1,1,30,220,0,8
andrewscodinglab,0.0,0.0,0.0,1.0,0,1,1,0,13,0,0,4
MartianouriH,3.0,2.0,0.0,4.0,0,1,1,0,140,0,0,2
KAmshu07,2.0,0.0,0.0,3.0,0,1,1,5,58,0,0,3
michaelcaxias,175.0,1.0,1.0,5.0,0,1,2,3,2759,2613,32,191
sebastian-arocha,5.0,0.0,0.0,5.0,0,1,1,0,76,0,0,1
pirkus,0.0,0.0,0.0,10.0,7,2,3,0,419,58,0,47
antarahleet,0.0,0.0,0.0,1.0,0,1,1,0,58,0,0,3
Kinfernopixel,0.0,0.0,0.0,3.0,9,1,2,0,225,0,0,25
titiaanpalazzi,0.0,0.0,0.0,14.0,0,1,1,0,2,0,0,1
grutts,3.0,0.0,0.0,12.0,0,1,1,1,4,223,0,6
easton-hy,2.0,0.0,0.0,6.0,0,1,1,1,614,0,1,4
enjoyloveless,0.0,0.0,0.0,9.0,1,1,1,1,0,0,0,3
ChahelNerusu,0.0,0.0,0.0,5.0,0,1,1,0,322,0,0,1
joeyscampbell,0.0,0.0,0.0,4.0,0,1,1,0,19,0,0,6
roy2392,20.0,3.0,0.0,6.0,0,1,1,11,717,195,0,32
kjw0612,1507.0,0.0,0.0,14.0,0,1,1,0,40,0,0,1
HiiWee,77.0,3.0,0.0,6.0,0,1,1,2,2386,2603,109,184
mishaeligho,0.0,0.0,0.0,3.0,0,1,1,0,10,0,0,1
sunilmpai,0.0,0.0,0.0,1.0,0,1,1,0,112,0,0,2
abubakkariiui,10.0,0.0,0.0,5.0,1,1,2,2,584,649,0,9
Cranberr,0.0,0.0,0.0,8.0,0,1,1,0,0,0,0,1
andrewm070,0.0,0.0,0.0,2.0,0,1,1,0,5,0,0,1
bhootjolokia,0.0,0.0,0.0,1.0,0,1,1,0,346,0,0,2
joelmbaker-dev,0.0,0.0,0.0,1.0,0,1,1,0,3,0,0,1
captainnemo27,4.0,0.0,0.0,6.0,0,1,1,0,92,26,0,5
Polarnova,14.0,0.0,0.0,9.0,0,1,1,2,19,106,1,9
resolve109,0.0,0.0,0.0,3.0,0,1,1,1,57,669,1,4
kurmashovb,0.0,0.0,0.0,9.0,1,1,1,0,30,0,0,6
beyondizm,0.0,0.0,0.0,4.0,0,1,1,0,8,0,0,3
shreevatsa,64.0,0.0,0.0,15.0,6,1,1,6,778,0,16,45
erensunerr,34.0,0.0,0.0,10.0,0,1,1,9,183,290,19,14
alex2t,0.0,0.0,0.0,11.0,0,1,1,0,33,0,0,40
razasaddiqi,3.0,0.0,0.0,8.0,0,1,1,1,41,0,0,3
alishshrestha,4.0,0.0,0.0,10.0,0,1,1,0,3,0,0,1
robert-gpt,0.0,0.0,0.0,1.0,8,1,2,0,16,0,0,12
theDanielYeh,3.0,0.0,0.0,5.0,0,1,1,0,545,548,0,175
TalhaAhmed2000,0.0,0.0,0.0,3.0,0,1,1,4,932,0,0,1
blacwh,1.0,0.0,0.0,8.0,1,1,1,0,31,0,0,0
gigio1023,71.0,0.0,0.0,11.0,11,1,1,3,479,1403,1,74
doxei,0.0,0.0,0.0,3.0,0,1,1,0,1,0,0,1
rizfahma,0.0,0.0,0.0,5.0,2,1,1,0,115,0,0,6
gottagetgit,179.0,2.0,3.0,14.0,0,1,1,1,38,19,2,10
piermark,0.0,0.0,0.0,10.0,0,1,1,0,1,0,0,3
jodeci,25.0,0.0,0.0,13.0,0,1,1,0,100,1905,0,4
gabrielrondon,7.0,0.0,0.0,12.0,0,1,1,20,785,3270,0,28
naman-kumar2397,0.0,0.0,0.0,7.0,1,1,1,0,9,0,0,2
zakisandhu,0.0,0.0,0.0,5.0,0,1,1,0,87,0,0,3
henrique-gerhardt,5.0,0.0,0.0,6.0,0,1,1,0,42,397,0,1
Tikitaka1984,0.0,0.0,0.0,2.0,0,1,1,0,26,0,0,0
aapsi,58.0,0.0,0.0,8.0,0,1,1,7,447,377,0,43
darraghmcevoy,6.0,0.0,0.0,7.0,0,1,1,0,30,0,0,1
Angel-Alvarez-Dev,0.0,0.0,0.0,2.0,0,1,1,0,93,0,0,3
Phraselium,0.0,0.0,0.0,2.0,1,1,1,0,25,0,0,4
avas888,0.0,0.0,0.0,1.0,1,1,1,0,122,0,0,6
suryanarayanrenjith,3.0,0.0,0.0,3.0,0,1,1,4,740,0,0,3
ajubin,36.0,0.0,0.0,11.0,0,1,1,6,62,4770,1,21
johdcyber,18.0,0.0,0.0,6.0,0,1,1,0,99,0,0,1
ma2tak,0.0,0.0,0.0,14.0,3,1,2,0,0,0,0,14
Filo93,0.0,0.0,0.0,9.0,0,1,1,1,155,0,1,7
th3Boer,0.0,1.0,0.0,2.0,0,1,1,0,0,0,0,0
momo-AUX1,15.0,4.0,1.0,4.0,0,1,1,13,290,74,37,5
77nimesh,1.0,0.0,0.0,2.0,1,1,1,5,177,0,0,3
julien731,41.0,0.0,0.0,14.0,0,1,1,3,102,0,3,52
cellar-fume-lowbrow,0.0,0.0,0.0,8.0,0,1,1,0,6,14,0,5
amazingsmash,5.0,0.0,0.0,15.0,1,1,1,0,10,0,0,5
Skyspec,0.0,0.0,0.0,1.0,0,1,1,0,44,0,0,4
SteveCtrl88,0.0,0.0,0.0,3.0,1,1,1,0,47,0,0,21
DiogoTorresDevelopment,1.0,0.0,1.0,4.0,6,1,1,2,153,0,0,17
davibs22,7.0,12.0,0.0,7.0,5,1,1,1,113,0,0,27
motojojoe,4.0,2.0,0.0,12.0,35,1,1,0,39,2970,2,7
TrafficBureau,0.0,0.0,1.0,3.0,2,1,1,0,9,0,0,7
vermanurag,1.0,0.0,0.0,11.0,0,1,1,1,20,0,0,1
macarenaandreaherrera,0.0,0.0,0.0,3.0,0,1,1,0,1,0,0,1
Xantibody,17.0,1.0,0.0,4.0,0,1,1,5,809,0,1,48
Cherokeebullfrog,0.0,0.0,0.0,1.0,0,1,1,0,2,0,0,1
Naliwe,7.0,0.0,0.0,12.0,1,1,1,0,47,0,2,4
Patrick000-hash,0.0,0.0,0.0,1.0,0,1,1,0,2,0,0,3
r2277388,0.0,0.0,0.0,6.0,22,1,1,0,111,0,0,4
tyborg13,0.0,0.0,0.0,12.0,0,1,1,0,2,0,0,2
offreflix,9.0,0.0,0.0,5.0,1,1,1,1,374,2857,1,234
aleguiter09,4.0,0.0,0.0,7.0,0,1,1,0,233,0,0,13
arshad831,39.0,0.0,0.0,6.0,5,1,3,19,836,17,0,8
AlghamdiMuath,2.0,0.0,0.0,5.0,0,1,1,0,157,35,0,2
dromadi,0.0,0.0,0.0,2.0,0,1,1,1,43,0,0,16
melroyanthony,14.0,0.0,0.0,11.0,0,1,1,1,14,0,0,3
snyzeroff,9.0,0.0,0.0,5.0,0,1,1,0,80,0,0,1
MaxwellOlliver,28.0,0.0,0.0,7.0,2,1,2,3,472,181,0,52
mustafa535353,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,1
Pauwels-Xander,0.0,0.0,0.0,2.0,0,1,1,1,163,82,0,16
radoslaw-grzywacz,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,1
hummusonrails,201.0,0.0,0.0,11.0,1,1,1,22,1933,689,143,627
Icehunter,90.0,0.0,0.0,15.0,0,1,1,6,231,2210,2,16
tur11ng,49.0,0.0,0.0,6.0,0,1,1,1,219,706,0,16
DustinDotExe,0.0,0.0,0.0,11.0,0,1,1,0,3,0,0,3
Kenny-sw,0.0,0.0,0.0,2.0,2,1,1,0,12,0,0,10
marcosmoracl67,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,0
Sachin0827,0.0,0.0,0.0,2.0,0,1,1,0,13,0,0,1
yuyiken,2.0,0.0,0.0,6.0,0,1,1,2,7,0,0,20
elamperti,73.0,388.0,41.0,15.0,11,1,1,1,459,341,29,18
Sudanie2,0.0,0.0,0.0,1.0,42,1,2,0,139,0,0,3
pyhilandjy,2.0,0.0,0.0,3.0,0,1,1,0,1117,1016,1,3
elevatewithb,0.0,0.0,0.0,1.0,0,1,1,0,4,0,0,1
theprintablewatch,0.0,4.0,4.0,2.0,7,1,1,0,65,0,3,6
quintentrichardson97,0.0,0.0,0.0,1.0,0,1,2,0,27,0,0,8
Clockcode,9.0,0.0,0.0,9.0,0,1,3,2,229,303,0,8
lahirusb97,6.0,2.0,0.0,4.0,9,1,3,1,368,1367,0,87
H2K2U,0.0,0.0,0.0,2.0,0,1,1,0,31,0,0,5
matveychudnevtsev,1.0,0.0,0.0,3.0,0,1,1,0,99,0,0,1
peymanML,0.0,0.0,0.0,1.0,0,1,1,0,13,0,0,1
akyoscommunication,1.0,0.0,0.0,7.0,0,1,1,1,733,0,1,15
minarai-niwashi,0.0,0.0,0.0,7.0,0,1,1,0,179,0,0,158
pyrognomic,0.0,0.0,0.0,6.0,0,1,1,0,0,0,0,41
Eduvent,5.0,0.0,1.0,4.0,0,1,1,14,369,401,0,27
Maxi-Max10,2.0,0.0,0.0,5.0,0,1,1,0,851,0,0,4
zakarumych,189.0,2.0,0.0,13.0,0,1,1,5,1767,52,70,82
HenriqueVMonteiro,2.0,2.0,2.0,5.0,1,1,1,0,63,0,0,10
werelaxe,13.0,0.0,0.0,10.0,0,1,1,1,556,0,1,4
ChenQing-888,1.0,0.0,0.0,6.0,0,1,1,0,11,0,0,6
TheDivine,2.0,0.0,0.0,13.0,0,1,1,0,22,392,0,36
TheMeanMachine,0.0,0.0,0.0,1.0,0,1,1,0,2,0,0,1
Deonaf24,2.0,0.0,0.0,4.0,0,1,1,2,300,0,1,107
samsungapore,12.0,10.0,8.0,10.0,1,1,1,0,51,0,1,11
MohamadElwakiel1,0.0,0.0,0.0,2.0,0,1,1,0,11,0,0,1
ProgramKen,0.0,0.0,0.0,3.0,0,1,1,0,3,0,0,1
dasnullman,0.0,0.0,0.0,3.0,0,1,1,0,0,0,0,0
gomeshun,1.0,0.0,0.0,8.0,0,1,1,1,163,0,0,10
Bentlybro,90.0,0.0,0.0,9.0,0,1,1,17,1258,3412,271,260
top-magar,0.0,0.0,0.0,2.0,0,1,1,1,77,0,0,4
ollz272,1.0,0.0,0.0,7.0,18,1,2,8,196,1701,24,163
DavidMelzer,8.0,0.0,0.0,3.0,0,1,1,0,27,2056,0,3
ejarquin22,0.0,0.0,0.0,7.0,0,1,1,0,90,54,0,1
nivanrs,5.0,0.0,0.0,11.0,0,1,1,1,165,939,1,2
VA3KWJ,0.0,0.0,0.0,1.0,9,1,1,0,91,3,0,6
Akkii4,46.0,5.0,1.0,7.0,0,1,1,0,949,2648,11,32
WOOTAK618,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,1
micko90,0.0,0.0,0.0,9.0,0,1,1,2,0,0,0,2
Sulaiman12ss,0.0,0.0,0.0,3.0,0,1,1,0,24,0,0,1
gsundin,2.0,0.0,0.0,10.0,0,1,1,0,26,0,0,1
Asaf-Greenfield-2,0.0,0.0,0.0,2.0,0,1,1,0,23,0,0,1
Spandan7724,6.0,0.0,0.0,3.0,0,1,2,4,328,302,0,45
eric-schumacher,0.0,0.0,0.0,1.0,0,1,1,0,8,0,0,1
jonoliver,22.0,0.0,0.0,15.0,0,1,1,4,195,1521,54,23
rokaskasperavicius,8.0,0.0,0.0,10.0,7,1,1,4,702,776,31,78
Dodo1021,0.0,0.0,0.0,2.0,1,1,1,3,24,148,0,3
xpander-moriel,1.0,0.0,0.0,2.0,0,1,1,9,330,0,10,96
nirvana246,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,1
samhanel,0.0,0.0,0.0,2.0,0,1,1,0,1,0,0,1
mayrolanel,1.0,0.0,0.0,11.0,0,1,1,1,127,0,4,111
allanalonzo,0.0,0.0,0.0,9.0,0,1,1,0,14,0,0,2
cmcuza,2.0,5.0,3.0,8.0,15,1,1,2,157,462,20,48
Victor-Bayim,0.0,0.0,0.0,3.0,0,1,1,0,22,0,0,12
KarolNarozniak,0.0,0.0,0.0,4.0,0,1,1,1,190,15,0,17
TheLegitSmit,2.0,0.0,0.0,3.0,0,1,1,0,110,0,0,3
NasirAhim,0.0,0.0,0.0,6.0,0,1,1,0,2,0,0,1
Juandivox,0.0,0.0,0.0,4.0,0,1,1,0,115,0,0,8
mishafilonenko,0.0,0.0,0.0,4.0,0,1,1,0,0,0,0,1
antoine50150,3.0,1.0,0.0,5.0,0,1,1,0,45,0,0,5
olanaso,67.0,0.0,0.0,13.0,6,1,1,2,244,677,0,4
chrisdewa,28.0,2.0,0.0,6.0,44,1,1,1,720,1645,5,47
amined159,0.0,0.0,0.0,5.0,0,1,1,6,12,0,0,6
havers0n,0.0,0.0,0.0,5.0,0,1,1,0,344,84,0,11
ToniTruant,0.0,0.0,0.0,7.0,0,1,1,0,0,0,0,1
mael358,3.0,0.0,0.0,7.0,0,1,1,0,173,0,0,1
JoungDongHee,1.0,0.0,0.0,8.0,0,1,1,4,154,15,13,112
arunpon,1.0,0.0,0.0,15.0,0,1,1,0,0,0,0,1
HugoM38,2.0,0.0,0.0,6.0,0,1,1,0,162,0,0,2
bigwhalelilfish,0.0,0.0,0.0,1.0,0,1,1,0,2,0,0,1
kejsardamberg,3.0,0.0,0.0,12.0,0,1,1,0,86,0,0,3
hiimisaac,0.0,0.0,0.0,2.0,0,1,1,2,359,550,2,20
BillShah,0.0,0.0,0.0,2.0,0,1,1,0,67,0,0,1
ksngh,5.0,0.0,0.0,5.0,0,1,1,4,804,0,65,124
furina123123123,0.0,0.0,0.0,2.0,0,1,1,0,5,0,0,1
charlpcronje,6.0,0.0,0.0,12.0,0,1,1,0,1328,1165,0,5
sleepinganth,0.0,0.0,0.0,1.0,0,1,1,0,25,0,0,1
hassan-baig,4.0,0.0,0.0,7.0,0,1,1,7,18,6855,0,2
Samdan8888,0.0,0.0,0.0,9.0,0,1,1,0,3,0,0,1
pranavaparekh,0.0,0.0,0.0,14.0,0,1,1,0,2,0,0,1
JTRC83,0.0,0.0,0.0,1.0,0,1,1,0,20,0,0,1
mdusafp,27.0,1.0,0.0,10.0,0,1,1,0,47,1205,0,4
Rohillashivam03,0.0,0.0,0.0,4.0,0,1,1,0,7,0,0,1
JVSharp,1.0,0.0,0.0,10.0,0,1,1,0,84,314,0,17
DrTimmi,4.0,0.0,0.0,5.0,1,1,1,1,22,2172,0,6
Shiho-chan,1.0,0.0,0.0,1.0,0,1,1,0,7,0,0,7
terry960302,49.0,0.0,0.0,8.0,0,1,1,1,776,4693,0,61
Bibek-Ray,1.0,1.0,0.0,5.0,0,1,1,0,215,389,0,3
kanywst,1.0,0.0,0.0,8.0,0,1,1,26,77,1081,0,29
YiakiGo,0.0,0.0,0.0,1.0,0,1,1,0,9,0,0,1
Yahway-noway,0.0,0.0,0.0,2.0,0,1,1,0,15,0,0,1
eugeis,44.0,0.0,0.0,15.0,0,1,1,5,558,0,7,21
wordingone,0.0,0.0,0.0,3.0,33,1,1,1,187,0,0,19
Factor1g,0.0,0.0,0.0,4.0,0,1,1,0,31,0,0,1
etrizzz61,0.0,0.0,0.0,1.0,0,1,1,0,2,0,0,2
NLipatov,6.0,1.0,0.0,5.0,15,1,1,2,3947,536,2,402
Aputze,0.0,0.0,0.0,7.0,0,1,1,1,164,244,0,4
kaimarki,0.0,0.0,0.0,4.0,0,1,1,0,153,0,0,18
juanferfranco,42.0,0.0,0.0,14.0,0,1,1,149,9513,0,4,1733
Arriedewaal,2.0,0.0,0.0,10.0,0,1,1,0,8,0,0,2
enerzy17,0.0,1.0,0.0,2.0,0,1,1,3,0,0,0,0
davids598,0.0,1.0,1.0,10.0,0,1,1,1,115,29,0,2
maguronotuna,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,0
Fare-spec,1.0,0.0,0.0,3.0,0,1,1,5,385,295,0,11
0815pascal,4.0,1.0,0.0,11.0,0,1,1,1,61,3022,45,14
ville-k,37.0,3.0,0.0,17.0,2,1,1,0,25,0,0,6
SpauriRosso,21.0,0.0,0.0,7.0,0,1,1,4,421,181,6,33
pouria-seifi,2.0,1.0,0.0,5.0,0,1,1,0,431,0,0,2
immacolatabasile,1.0,0.0,0.0,2.0,0,1,1,0,7,0,0,0
Angel11R99,2.0,0.0,0.0,2.0,0,1,1,0,39,0,0,1
shahzaibmalik59,0.0,0.0,0.0,6.0,0,1,1,0,23,0,0,1
holicst,0.0,0.0,0.0,10.0,0,1,1,0,0,0,0,1
Shaneos44,0.0,0.0,0.0,1.0,0,1,1,0,86,0,0,1
yycgit1,0.0,1.0,0.0,1.0,0,1,1,4,3,1,1,8
talfee,2.0,0.0,0.0,5.0,0,1,1,4,82,98,0,1
MrFrozone19,0.0,0.0,0.0,5.0,0,1,1,0,1,0,0,3
GhMartingit,1.0,13.0,29.0,8.0,0,1,1,0,37,0,13,11
SquareDaniel,0.0,0.0,0.0,4.0,0,1,2,0,5,0,0,4
jpjsonic,3.0,0.0,0.0,8.0,38,2,2,6,485,3616,150,123
kkjh0723,2.0,0.0,0.0,12.0,0,1,1,1,1,0,0,0
Quimett,0.0,0.0,0.0,1.0,0,1,1,0,27,0,0,1
godellaservices,0.0,0.0,0.0,1.0,0,1,1,0,43,0,0,1
NWS-App,0.0,0.0,0.0,2.0,0,1,1,0,0,0,0,0
bayaniw1,0.0,0.0,0.0,9.0,0,1,1,0,1,0,0,3
1stanand,0.0,0.0,0.0,10.0,0,1,1,0,0,0,0,0
JasonCaoGit,0.0,0.0,0.0,2.0,0,1,1,7,147,201,0,15
GMSHappy,2.0,0.0,0.0,4.0,0,1,1,0,73,0,0,1
juliemar,47.0,5.0,2.0,15.0,0,1,1,1,17,24,0,2
moheshmohan,13.0,0.0,0.0,12.0,0,1,1,0,21,72,0,110
Trex5,1.0,0.0,0.0,10.0,0,1,1,0,0,0,0,1
p5149247263,0.0,0.0,0.0,7.0,0,1,1,0,83,0,0,0
SikVik,0.0,0.0,0.0,1.0,0,1,1,0,26,0,0,1
hyodlee,0.0,0.0,0.0,10.0,0,1,1,0,1019,0,0,404
kent750,0.0,0.0,0.0,5.0,0,1,1,0,10,0,0,3
eriklinde,8.0,0.0,0.0,15.0,0,1,1,0,4,0,0,2
Mohammadam42,0.0,0.0,0.0,2.0,0,1,1,0,21,0,0,1
Marax-github,0.0,0.0,0.0,6.0,0,1,1,0,36,0,0,4
aa3372m,0.0,0.0,0.0,1.0,0,1,1,0,12,0,0,1
kimjunny,0.0,0.0,0.0,8.0,0,1,1,2,0,0,0,1
gustavofullstack,0.0,0.0,0.0,3.0,0,1,1,0,0,15,0,0
Paulo-Temme,0.0,0.0,0.0,1.0,0,1,1,0,2,0,0,1
baparham,7.0,1.0,1.0,15.0,0,1,1,1,597,4794,24,36
EdwinVh02,0.0,0.0,0.0,3.0,0,1,1,0,100,0,0,2
cmdSTARMO,1.0,1.0,0.0,6.0,0,1,1,0,436,0,0,1
4str4-c4str0,0.0,1.0,0.0,3.0,0,1,1,0,0,0,0,1
GradyJean,0.0,0.0,0.0,2.0,0,1,1,0,209,1,0,2
YanAndrade61,17.0,0.0,0.0,4.0,0,1,1,0,344,0,0,1
recepselli,28.0,0.0,0.0,13.0,0,1,1,0,93,0,0,29
limboy95,0.0,0.0,0.0,10.0,1,1,2,0,40,0,0,2
VichRo2005,2.0,0.0,0.0,3.0,0,1,1,2,127,0,0,0
Ginter86,0.0,0.0,0.0,3.0,0,1,1,0,8,0,0,1
nickPaterakis,11.0,0.0,0.0,8.0,0,1,1,1,175,0,0,1
Stoic31,0.0,0.0,0.0,3.0,0,1,1,0,0,0,0,0
Thangtun3r,0.0,0.0,0.0,4.0,0,1,1,2,440,0,0,1
Linkaan,9.0,0.0,0.0,11.0,0,1,1,2,13,0,0,1
itjey,0.0,0.0,0.0,2.0,0,1,1,0,10,0,0,1
yetto-tools,1.0,0.0,0.0,9.0,0,1,1,1,210,0,0,21
moraisdemelo,0.0,1.0,0.0,3.0,0,1,1,0,37,0,0,1
mrodriguez2812,0.0,0.0,0.0,2.0,0,1,1,0,0,0,0,0
thibaultbtc,0.0,0.0,0.0,9.0,0,1,1,0,51,0,0,2
4eh5xitv6787h645ebv,0.0,0.0,0.0,8.0,0,1,1,4,7,0,0,5
James-Baloyi,11.0,0.0,0.0,9.0,0,1,1,2,1462,983,451,273
wangshean,0.0,0.0,0.0,10.0,0,1,1,0,4,0,0,1
Hi9841,1.0,0.0,0.0,2.0,0,1,1,1,40,160,0,1
Eivindstad,0.0,0.0,0.0,8.0,0,1,1,0,0,0,0,2
rubjan1107,0.0,0.0,0.0,4.0,0,1,1,0,43,0,0,1
HelixAutomations,0.0,0.0,0.0,2.0,0,1,1,0,694,0,2,3
Vic563,5.0,1.0,0.0,11.0,1,1,1,6,103,0,2,11
zxc4174,0.0,0.0,0.0,8.0,0,1,1,0,103,40,0,35
Dielectric-i,1.0,1.0,0.0,4.0,0,1,1,0,53,75,0,9
marcosvinx,0.0,0.0,0.0,3.0,0,1,1,0,10,0,0,1
jjdeharo,10.0,0.0,0.0,12.0,0,1,1,27,2748,0,0,9
DanielEstradaMallea,3.0,0.0,0.0,5.0,0,1,1,0,81,0,0,2
PopeNobody,5.0,0.0,0.0,6.0,0,1,1,1,18,13,0,4
ianrobertlambert,5.0,0.0,0.0,9.0,0,1,1,0,61,7,10,4
voirfilm-tv,0.0,0.0,0.0,5.0,0,1,1,4,83,0,0,3
KubilayZengin,1.0,0.0,0.0,4.0,0,1,1,0,140,0,0,2
BASIC-BIT,5.0,0.0,0.0,14.0,0,1,1,3,556,1334,5,45
OriginJang,7.0,0.0,0.0,9.0,0,1,1,0,0,0,0,0
yushin57,0.0,1.0,0.0,12.0,0,1,1,0,8,0,0,1
Avaritiainme,1.0,0.0,0.0,4.0,0,1,1,2,49,497,0,4
s3baG3n,0.0,0.0,0.0,3.0,0,1,1,0,10,0,0,1
liuwei77,0.0,0.0,0.0,6.0,0,1,1,0,0,0,0,1
jwilson529,60.0,0.0,0.0,11.0,0,1,1,0,215,3423,0,3
heiko-hotz,242.0,6.0,3.0,6.0,0,1,1,6,541,0,0,34
weemadscotsman,0.0,0.0,0.0,5.0,0,1,1,0,10,0,0,2
khuzzuk,6.0,0.0,0.0,12.0,0,1,1,0,26,0,0,1
PullingStrings,0.0,0.0,0.0,9.0,0,1,1,0,113,422,0,9
reinike96,0.0,0.0,0.0,5.0,0,1,1,0,23,0,0,1
Aperta2003,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,1
nikolakolev1,8.0,0.0,0.0,5.0,0,1,1,0,675,274,2,3
Exekekse,0.0,0.0,0.0,1.0,0,1,1,0,116,0,0,43
MelihSuissefocus,0.0,0.0,0.0,1.0,0,1,1,0,67,0,0,6
shuvooa707,12.0,0.0,0.0,11.0,0,1,1,0,252,1236,0,2
pperera,4.0,0.0,0.0,16.0,0,1,1,1,3,0,0,2
GitHubMendes520,0.0,0.0,0.0,2.0,0,1,1,0,0,0,0,0
AhmedAmineBejaoui,0.0,0.0,0.0,2.0,6,1,2,0,282,0,0,60
densom,1.0,0.0,0.0,14.0,0,1,1,0,189,0,0,43
3utta,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,0
akhirai560,3.0,0.0,0.0,11.0,0,1,1,0,115,0,0,1
Hushengjing,0.0,0.0,0.0,10.0,0,1,1,0,0,0,0,0
Pramit823,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,1
wustep,32.0,0.0,0.0,13.0,0,1,1,3,406,3766,12,14
MrSparkiop,3.0,0.0,0.0,5.0,0,1,1,0,85,139,0,1
ihemingway,0.0,1.0,0.0,9.0,0,1,1,0,22,80,1,2
thephilip,6.0,0.0,0.0,11.0,0,1,1,0,12,1,1,2
Jennyleigh,0.0,0.0,0.0,1.0,0,1,1,0,52,0,0,20
michaeldnascimento,2.0,0.0,0.0,7.0,0,1,1,0,251,76,0,2
streetingames,0.0,0.0,0.0,3.0,0,1,1,0,1,0,0,1
Rob-Blackbeard,0.0,0.0,0.0,3.0,0,1,1,0,3,0,0,1
rockyicer,2.0,0.0,0.0,10.0,46,1,2,12,3,0,0,5
foxalabs,41.0,27.0,7.0,10.0,0,1,1,0,186,1011,7,4
bgooda,2.0,0.0,0.0,14.0,0,1,1,1,27,0,0,24
DherikCamargo,4.0,0.0,0.0,5.0,0,1,1,0,100,0,0,2
sushant-kumar-15,0.0,0.0,0.0,3.0,0,1,1,0,0,0,0,2
LeCoinStat,442.0,71.0,57.0,3.0,0,1,3,0,468,0,0,9
aives1291,0.0,0.0,0.0,11.0,0,1,1,0,12,0,0,4
themodernturing,10.0,0.0,0.0,13.0,0,1,1,0,114,0,0,2
Prayforchicken,0.0,0.0,0.0,2.0,0,1,1,0,2,0,0,0
ChristianPedigo,0.0,0.0,0.0,5.0,0,1,1,0,0,0,0,0
modm12,3.0,0.0,0.0,12.0,0,1,1,0,2,0,0,1
