login,followers,max_stars,max_forks,account_age,agent_activity_span_days,agent_diversity,agentic_repo_breadth
Prototyx5,0.0,0.0,0.0,9,0,1,1
wandekow,0.0,0.0,0.0,1,0,1,1
miniHaLe,1.0,1.0,0.0,5,0,1,1
VanKerkhovenSimon,0.0,0.0,0.0,7,0,1,1
taifen,38.0,0.0,0.0,15,0,1,1
DavidLopes7,0.0,0.0,0.0,1,0,1,1
jleuth,7.0,1.0,0.0,5,2,1,1
abehlok2,0.0,0.0,0.0,3,0,1,1
rovp,0.0,0.0,0.0,10,0,1,1
DaraXBT,8.0,0.0,0.0,4,1,1,1
Frakir80,0.0,0.0,0.0,2,0,1,1
arttukataja,1.0,0.0,0.0,14,0,1,1
mondragon-developer,0.0,0.0,0.0,3,0,1,1
rwjblue,1191.0,6.0,3.0,18,11,1,3
bonny-art,2.0,0.0,1.0,3,0,1,1
Toru-Takagi,6.0,0.0,0.0,10,0,1,1
eziquiolobao,0.0,0.0,0.0,1,2,1,1
demetrisperdikos,0.0,0.0,0.0,7,0,1,2
sean2121,9.0,0.0,0.0,14,0,1,1
jordanshoesss,0.0,0.0,0.0,2,0,1,1
bonurgolg,8.0,0.0,0.0,9,2,1,1
Rievil,5.0,0.0,0.0,7,0,1,1
otveted,0.0,0.0,0.0,1,0,1,1
ChadMakes,1.0,3.0,1.0,3,0,1,1
pavelszr,0.0,0.0,0.0,1,0,1,1
khaCey,0.0,0.0,0.0,9,0,1,1
MrArnoldi,8.0,0.0,0.0,7,0,1,2
FactionCube,3.0,0.0,0.0,11,0,1,1
ConeArtist,0.0,0.0,0.0,9,0,1,1
Gimenez0999,0.0,0.0,0.0,1,0,1,1
cevapboost,0.0,0.0,0.0,1,0,1,1
HeimovskiGe,0.0,0.0,0.0,5,0,1,1
tigrankios,1.0,0.0,0.0,9,0,1,1
jiwonlee1223,0.0,0.0,0.0,6,0,1,1
adquadir,0.0,0.0,0.0,11,0,1,1
aikonkapts,0.0,0.0,0.0,2,0,1,1
briefsubstance91,0.0,0.0,0.0,1,0,1,1
qarsan257,0.0,0.0,0.0,7,0,1,1
Dannemann,2.0,0.0,0.0,15,0,1,1
MohammedAjwah,0.0,0.0,0.0,1,0,1,1
antonionduarte,35.0,0.0,0.0,7,0,1,1
borisgern,0.0,0.0,0.0,8,1,1,1
BijanProjects,3.0,0.0,0.0,8,0,1,1
mgrinsted,0.0,0.0,0.0,4,0,1,1
weiteho,0.0,0.0,0.0,9,0,1,1
Alsadiq-Ahmad,2.0,0.0,0.0,3,5,1,1
vladislavkn,20.0,0.0,0.0,7,0,1,1
razbitton,0.0,0.0,0.0,1,1,1,2
Kenkooo,1.0,0.0,0.0,6,0,1,1
PKrunal26,0.0,0.0,0.0,7,0,1,1
mukhlidtk,0.0,0.0,0.0,1,0,1,1
Onitsag,6.0,0.0,0.0,4,0,1,1
Alekksander77,0.0,0.0,0.0,1,0,1,1
johngroves,5.0,0.0,0.0,11,0,1,1
ConnecteDigital,0.0,0.0,0.0,1,0,1,1
iantimmis,15.0,11.0,6.0,10,1,1,1
Paritybitz,12.0,1.0,0.0,4,0,1,1
elofc,0.0,0.0,0.0,2,0,1,1
kampfkarnickel,0.0,0.0,0.0,12,0,1,1
jhhj7148,3.0,0.0,0.0,3,0,1,2
Chieu-AI,0.0,0.0,0.0,1,0,1,1
pronia00,0.0,0.0,0.0,9,0,1,1
pmdartus,299.0,1.0,0.0,14,0,1,1
Nachiket8K,0.0,0.0,0.0,3,0,1,1
Kjegla,0.0,0.0,0.0,6,0,1,1
LuizPiccini,0.0,0.0,0.0,4,2,1,1
rogeriodossantoss,0.0,0.0,0.0,5,0,1,1
cwawak,2.0,0.0,0.0,14,0,1,1
cntrl-alt-lenny,0.0,1.0,0.0,3,0,1,1
marcosvbarra,1.0,0.0,0.0,5,0,1,1
kamalu-chioma,26.0,0.0,0.0,8,0,1,1
rajesh-gadre,0.0,0.0,0.0,5,0,1,1
DKatzlberger,1.0,0.0,0.0,3,35,1,1
LukeLauterbach,8.0,2.0,0.0,4,4,1,1
aravjain63,2.0,0.0,0.0,8,0,1,1
penut85420,85.0,0.0,0.0,14,0,1,1
metelskiwiktor,2.0,0.0,0.0,9,3,1,1
washibana,0.0,0.0,0.0,5,0,1,1
jduke-halls,2.0,0.0,0.0,5,0,1,1
Jafelen,0.0,0.0,0.0,7,0,1,2
ggndara,0.0,0.0,0.0,3,0,1,1
dcederberg,0.0,0.0,0.0,8,0,1,1
koelho2000,0.0,0.0,0.0,1,37,1,1
OssyCA,2.0,0.0,0.0,2,0,1,1
bobcat4848,14.0,2.0,0.0,13,0,1,1
Trayffson,0.0,0.0,0.0,6,0,1,1
chris9962,0.0,0.0,0.0,2,1,1,1
miguelstanzis,0.0,0.0,0.0,1,0,1,1
philcantcode,3.0,0.0,0.0,10,0,1,2
mirkobrombin,371.0,4.0,17.0,12,0,1,1
shigeyou,0.0,0.0,0.0,3,0,1,1
cafcalderonri,0.0,1.0,0.0,3,0,1,1
ssss2art,0.0,0.0,0.0,11,0,1,1
Dutchthrift,0.0,0.0,0.0,1,0,1,1
belladieg,0.0,0.0,0.0,8,0,1,1
osmunc,0.0,0.0,0.0,12,1,1,1
ybraz,1.0,0.0,0.0,8,43,1,2
0x2137,0.0,0.0,0.0,2,0,1,1
michelpereira,99.0,2005.0,93.0,18,0,1,1
CHILLY-11,0.0,0.0,0.0,2,0,1,1
ac1965,13.0,0.0,0.0,17,0,1,1
riffluv,0.0,1.0,0.0,3,0,1,1
fares,6.0,0.0,0.0,16,0,1,1
ul1dev,3.0,0.0,0.0,5,0,1,1
nitzero,0.0,0.0,0.0,11,0,1,1
alexfisher88,0.0,0.0,0.0,2,0,1,1
AndreFernandes37,3.0,0.0,0.0,7,0,1,1
xg3ce,0.0,0.0,0.0,5,0,1,1
ashish-spext,4.0,0.0,0.0,4,0,1,1
davekerber,38.0,0.0,0.0,16,0,1,1
Synthsara,9.0,3.0,0.0,2,0,1,1
KnouxOPS,0.0,1.0,0.0,1,0,1,1
thisisommore,30.0,0.0,0.0,7,0,1,1
nchourrout,14.0,15.0,3.0,16,0,1,1
sorryhyun,3.0,8.0,0.0,6,0,1,1
lucasa,45.0,0.0,0.0,15,12,1,1
bobameow,0.0,0.0,0.0,1,0,1,1
Autmn134F,0.0,0.0,0.0,5,0,1,1
LuizSSenko,2.0,0.0,0.0,3,0,1,1
smyeong123,3.0,0.0,0.0,5,0,1,1
sporicle,8.0,0.0,0.0,12,12,1,2
ahmadhamed15,0.0,0.0,0.0,2,0,1,1
RobertoRiveraT,11.0,0.0,0.0,9,0,1,1
mazuqueli,0.0,0.0,0.0,11,0,1,1
FURQANSAIYED,0.0,0.0,0.0,1,0,1,1
sarahhfalco,0.0,1.0,0.0,4,0,1,1
SCVA,2.0,0.0,0.0,10,14,1,1
Aryeon0228,0.0,0.0,0.0,1,0,1,1
HOPHUCHIEU,0.0,0.0,0.0,4,0,1,1
chungminsik,0.0,0.0,0.0,4,0,1,1
Latticeworks1,1.0,0.0,0.0,3,8,1,2
lcspinheir0,0.0,0.0,0.0,2,0,1,1
letiimartin,0.0,0.0,0.0,7,13,1,1
ebinej97,0.0,0.0,0.0,6,0,1,1
baronas123,0.0,0.0,0.0,2,0,1,1
Dylanweba,3.0,0.0,0.0,4,0,1,1
ebrahimvandi,0.0,0.0,0.0,8,0,1,1
evanti,0.0,1.0,0.0,13,0,1,1
MD412,0.0,0.0,0.0,9,0,1,1
flickleafy,3.0,1.0,0.0,12,0,1,1
kenstauf,0.0,0.0,0.0,1,1,1,1
tuncel3,0.0,0.0,0.0,9,0,1,1
mingshuwang,10.0,0.0,0.0,13,1,1,1
umauma-tanaka,0.0,0.0,0.0,3,0,1,1
sagarvarma1,0.0,0.0,0.0,3,0,1,1
arnau126,5.0,0.0,0.0,12,0,1,1
sanskargupta1808,0.0,0.0,0.0,1,3,1,2
cserraleal,0.0,0.0,0.0,2,0,1,1
Gabo2502,0.0,0.0,0.0,6,0,1,1
lamnhan066,11.0,10.0,2.0,5,0,1,1
lanarich,1.0,0.0,0.0,3,0,1,1
dongmin0204,26.0,0.0,0.0,5,0,1,1
Davidinox-hub,0.0,0.0,0.0,1,0,1,1
najeem-codes,1.0,0.0,0.0,6,0,1,1
jordybayo,46.0,2.0,5.0,8,0,1,1
ChatCrewai,0.0,0.0,0.0,1,0,1,1
RohithBalasubramani,0.0,0.0,1.0,8,0,1,1
REDDY999999,0.0,0.0,0.0,2,2,1,2
MertBaran,20.0,0.0,0.0,9,50,1,2
crumb-haven,0.0,0.0,0.0,1,0,1,1
dliedke,11.0,21.0,6.0,11,0,1,1
jkCXf9X4,1.0,0.0,0.0,9,0,1,1
officebanking,0.0,0.0,0.0,1,0,1,1
joschua-ebl,0.0,0.0,0.0,3,0,1,1
The-Autonomous,0.0,0.0,0.0,2,0,1,2
BilalB84,8.0,0.0,0.0,3,0,1,1
louixp,34.0,0.0,0.0,7,0,1,1
Amau-2004,1.0,0.0,0.0,2,0,1,1
hhan89386,0.0,0.0,0.0,1,0,1,1
medAmarFilali,0.0,0.0,0.0,6,0,1,1
zadrafi,29.0,22.0,3.0,8,0,1,1
emirbesir,7.0,0.0,0.0,4,0,1,1
sgb-io,86.0,134.0,7.0,15,1,1,1
ramrezsabbagh,0.0,0.0,0.0,8,0,1,1
aimedacademy,0.0,0.0,0.0,1,0,1,1
guiga1112,0.0,0.0,0.0,1,0,1,1
Luis1992maldo,0.0,0.0,0.0,1,0,1,1
AgustinGonzalez1,8.0,0.0,0.0,4,0,1,1
merttoprak1,2.0,0.0,0.0,8,0,1,1
RhettCreighton,163.0,0.0,0.0,14,0,1,1
DarinelEscobar,3.0,0.0,0.0,4,0,1,1
Abbabon,22.0,0.0,0.0,15,0,1,1
edsiper,268.0,0.0,0.0,16,0,1,1
leiyin11,0.0,0.0,0.0,3,0,1,1
Fan8322975,0.0,0.0,0.0,3,0,1,1
ruitao-edward-chen,3.0,0.0,0.0,5,0,1,1
kendavidn,11.0,0.0,0.0,6,0,1,1
aniahb101,1.0,0.0,0.0,3,0,1,1
yevhenkviatkovskyi,0.0,0.0,0.0,10,0,1,1
GeorgeLuther,12.0,0.0,0.0,10,0,1,1
madedon,3.0,0.0,0.0,9,0,1,1
pm430,1.0,0.0,0.0,14,0,1,1
pedestrianlove,14.0,0.0,0.0,8,0,1,1
stratege29,0.0,0.0,0.0,2,0,1,1
FranQuant,12.0,0.0,3.0,4,0,1,1
Meekala,0.0,0.0,0.0,2,0,1,1
meghanath2005,0.0,0.0,0.0,2,0,1,1
joelferris,0.0,0.0,0.0,6,0,1,1
Vgos-code,0.0,0.0,0.0,1,0,1,1
kazuya030,18.0,0.0,0.0,14,0,1,1
Temberlane,4.0,1.0,0.0,6,0,1,1
Vitaly-V,5.0,0.0,0.0,13,0,1,1
anamarianet,0.0,0.0,0.0,6,0,1,1
nrmcmillan,0.0,0.0,0.0,1,0,1,1
me846,1.0,0.0,0.0,4,0,1,1
schacon,13963.0,1.0,0.0,18,0,1,1
PrevailNetworks,0.0,0.0,0.0,2,0,1,1
ryouhei0622,6.0,0.0,0.0,6,0,1,1
gkamradt,1388.0,238.0,31.0,12,1,1,1
maerzc,0.0,0.0,0.0,8,0,1,1
DrorShokoPeer,0.0,0.0,0.0,4,0,1,1
ryudokung,0.0,0.0,0.0,12,26,1,2
mounteverset,3.0,3.0,1.0,7,0,1,1
gastonmira,8.0,0.0,0.0,14,0,1,1
minasoliman,1.0,0.0,0.0,11,0,1,1
andikveris,0.0,0.0,0.0,13,0,1,1
Riteesh-A,2.0,0.0,0.0,5,0,1,1
nilegee,0.0,0.0,0.0,1,0,1,1
Shashank4516,4.0,0.0,0.0,4,0,1,1
AgatheLebescond,0.0,0.0,0.0,1,0,1,1
lpennaccini,0.0,0.0,0.0,5,0,1,1
chipko,1.0,0.0,0.0,11,0,1,1
joansoleroig,7.0,0.0,0.0,4,0,1,1
Yaako-creator,0.0,0.0,0.0,5,0,1,1
unseen1980,36.0,336.0,95.0,14,0,1,1
amrkurdi12027757,0.0,0.0,0.0,4,0,1,1
Bakar404,0.0,0.0,0.0,4,0,1,1
memefinder-general,0.0,0.0,0.0,1,0,1,1
FatinChowdhury,8.0,0.0,0.0,3,0,1,1
Dhaval26,0.0,0.0,0.0,6,0,1,1
wasuza12345,0.0,0.0,0.0,3,0,1,1
Yi-21,2.0,0.0,0.0,7,0,1,1
xhypheno,0.0,0.0,0.0,1,10,1,1
contentossss,3.0,0.0,0.0,4,0,1,1
Bsns2397,0.0,0.0,0.0,1,0,1,1
santanateste777,0.0,0.0,0.0,1,0,1,1
benja80l,0.0,0.0,0.0,2,0,1,1
CommaKia,0.0,0.0,0.0,2,0,1,1
djudjuu,8.0,0.0,0.0,12,0,1,1
olegolas912,0.0,0.0,0.0,2,0,1,1
garland3,24.0,1.0,0.0,15,0,1,1
PulpRiction,0.0,1.0,0.0,5,0,1,1
Skunivers,1.0,0.0,0.0,5,0,1,1
apurvsinghgautam,298.0,0.0,0.0,10,0,1,1
jackasser,2.0,0.0,0.0,15,0,1,1
AZ86-WEB,0.0,0.0,0.0,1,0,1,1
techczech,3.0,3.0,0.0,15,0,1,1
imeLaci,0.0,0.0,0.0,1,4,1,1
ufuksh,1.0,0.0,1.0,5,0,1,1
ford-downer-robo,0.0,0.0,0.0,1,0,1,1
ijustsnapped,0.0,0.0,0.0,3,0,1,1
MehdiTaghizadehUVa,5.0,1.0,2.0,4,0,1,1
sgardoll,3.0,2.0,1.0,6,10,2,2
Pedro-Benitez-web,0.0,0.0,0.0,1,0,1,1
maetin0324,6.0,0.0,0.0,5,0,1,1
JJ27,10.0,0.0,0.0,6,0,1,1
LukinLTDA,0.0,0.0,0.0,1,0,1,1
davidherse,8.0,0.0,0.0,13,0,1,1
krishnaramhunter93,0.0,0.0,0.0,3,0,1,1
HHagino,1.0,0.0,0.0,1,0,1,1
abdulaziz90,3.0,0.0,0.0,11,0,1,1
Abiramajayan,0.0,1.0,0.0,1,18,1,2
rafa1239,0.0,0.0,0.0,10,0,1,1
pedrormt,0.0,0.0,0.0,11,0,1,1
Ahmi20,0.0,0.0,0.0,7,0,1,1
x-hansong,213.0,0.0,0.0,13,0,1,1
zegueri,1.0,0.0,0.0,4,0,1,1
nasi-lemak,0.0,0.0,0.0,8,0,1,1
ptyagi9,0.0,0.0,0.0,2,0,1,2
Ikaleio,17.0,0.0,1.0,7,0,1,1
8bit-wraith,28.0,0.0,0.0,11,17,2,2
isaaclowry7,0.0,0.0,0.0,1,0,1,1
sree4062git,0.0,0.0,0.0,6,0,1,1
harixhyadav,0.0,0.0,0.0,5,0,1,1
EmmaMuhleman1,29.0,1.0,0.0,9,0,1,1
EvilMorty98,0.0,0.0,0.0,6,0,1,1
lahs13,0.0,0.0,0.0,12,0,1,1
CaioKloppel,7.0,0.0,0.0,2,0,1,1
dimasximik,0.0,0.0,0.0,6,0,1,1
pjpmarques,20.0,0.0,0.0,15,0,1,1
ememet,0.0,0.0,0.0,4,0,1,1
josephforbes23,1.0,0.0,0.0,7,0,1,1
jaminitachi,0.0,0.0,0.0,3,0,1,1
ryanjball,5.0,0.0,0.0,7,0,1,1
refalp,0.0,0.0,0.0,3,0,1,1
ioanatflowcrypt,0.0,0.0,0.0,2,0,1,1
Ubaidb936,1.0,0.0,0.0,7,0,1,1
sjwithcontext,0.0,0.0,0.0,3,0,1,1
rowemc1594,0.0,0.0,0.0,1,0,1,1
KaitoMajima,9.0,1.0,0.0,6,0,1,1
ExileStudios,7.0,0.0,0.0,15,0,1,1
mjadala,0.0,0.0,0.0,14,0,1,1
TarmoKouhkna,2.0,0.0,0.0,2,0,1,1
rlarlgmd60,0.0,0.0,1.0,4,0,1,1
KudakwasheMavuru,1.0,0.0,1.0,8,0,1,1
AvshiSha,0.0,0.0,1.0,2,0,1,1
tisztamo,19.0,0.0,0.0,13,0,1,1
skyline46,0.0,0.0,0.0,14,0,1,1
j4mie,399.0,0.0,0.0,18,0,1,1
soyvural,8.0,3.0,0.0,14,0,1,1
thalyson1005,0.0,0.0,0.0,6,0,1,1
Moradillo91,0.0,0.0,1.0,1,0,1,1
dmquant,44.0,0.0,0.0,12,0,1,1
mihh3,0.0,0.0,0.0,7,0,1,1
taisei-zoo,0.0,0.0,0.0,1,0,1,1
isareds,3.0,0.0,0.0,10,0,1,1
tdhingraiitd,0.0,0.0,0.0,2,0,1,1
malkhawaldeh,0.0,0.0,0.0,6,0,1,1
MOHAMEDETAHIRI,2.0,0.0,0.0,5,0,1,1
blackcupcakess,0.0,0.0,0.0,1,0,1,1
boudarbala,1.0,0.0,0.0,12,0,1,1
Harry-12,0.0,0.0,0.0,5,0,1,1
rttqzdqzddz,0.0,0.0,0.0,1,0,1,1
Graphicassassin520,0.0,0.0,0.0,3,0,1,1
trinadh223,0.0,0.0,0.0,9,0,1,1
JTMarcu,4.0,0.0,0.0,2,0,1,1
90ccruzr,0.0,0.0,0.0,1,0,1,1
TornadozGit,2.0,0.0,0.0,4,0,1,1
ada-sjo,0.0,0.0,0.0,3,0,1,1
david2526,0.0,0.0,0.0,6,0,1,1
angus945,11.0,0.0,0.0,7,0,1,1
RongzhiZuo,6.0,0.0,0.0,8,0,1,1
VazRibeiro,2.0,0.0,0.0,5,0,1,1
gerswin,7.0,0.0,0.0,14,0,1,1
CodeHalwell,2.0,3.0,0.0,4,0,1,1
ayushpurankar200,0.0,0.0,0.0,1,0,1,1
Aquino0,0.0,0.0,0.0,4,0,1,1
stultusverus,0.0,2.0,0.0,8,0,1,1
vijayanandmit,11.0,0.0,0.0,11,0,1,1
changchen,4.0,0.0,0.0,15,0,1,1
atroutt,49.0,1.0,0.0,18,0,1,1
MphoCodes,5.0,0.0,0.0,2,0,1,1
artak0001,1.0,0.0,0.0,4,0,1,1
wwwrajdev,0.0,0.0,0.0,2,0,1,1
joellugochvz,0.0,0.0,0.0,1,1,1,1
lihenggui,102.0,1.0,0.0,13,0,1,1
aminnurrasyid,6.0,0.0,0.0,7,1,1,2
Erriccc,12.0,0.0,0.0,4,0,1,1
D1Y4R,0.0,0.0,0.0,1,21,1,2
chris13524,72.0,0.0,0.0,14,0,1,1
ShadoowDz,0.0,0.0,0.0,1,4,1,5
guillochon,70.0,18.0,4.0,13,1,1,1
joeroffey,0.0,0.0,0.0,3,11,1,1
filipeforattini,41.0,0.0,0.0,14,3,1,1
JaydevVadachhak,15.0,0.0,0.0,6,0,1,1
ConorJu,0.0,0.0,0.0,1,0,1,1
akhilesh-minfy,0.0,0.0,0.0,1,0,1,1
tommitt,5.0,0.0,0.0,8,9,1,1
RumasorengFadil,2.0,0.0,0.0,4,0,1,2
lejw0925,0.0,0.0,0.0,1,14,1,4
brendonvz,0.0,1.0,1.0,9,2,1,1
vcovelli,2.0,1.0,0.0,2,15,1,1
stachjankowski,4.0,0.0,0.0,13,0,1,1
Shangyizhou,80.0,0.0,0.0,6,0,1,1
auver,6.0,2.0,1.0,12,0,1,2
tettuan,1.0,1.0,0.0,10,63,1,1
immortelle72,0.0,0.0,0.0,3,0,1,1
wmoralesdev,57.0,0.0,0.0,8,12,1,1
ckxpnn,1.0,0.0,0.0,7,0,1,1
felix-dolderer,9.0,0.0,0.0,9,22,1,2
rishimistry,0.0,0.0,0.0,4,7,1,1
chrisjensen,10.0,0.0,0.0,14,3,1,1
Madhawaw,0.0,0.0,0.0,12,0,1,1
aramisentreri,4.0,0.0,0.0,10,1,1,1
sambickeita,1.0,0.0,0.0,3,0,1,1
betancourtfit,8.0,0.0,0.0,4,0,1,1
MohdSaif72,0.0,0.0,0.0,2,4,1,2
Beeen,1.0,0.0,0.0,11,0,1,1
sunyushuang,0.0,1.0,1.0,11,0,1,2
KallebyX,30.0,1.0,3.0,5,3,1,1
magicbug,130.0,1.0,1.0,17,0,1,1
ntoledo319,0.0,0.0,0.0,2,17,1,2
sobiesie,0.0,0.0,0.0,3,0,1,1
Raido-Star,3.0,1.0,0.0,5,3,1,2
MadiTomi,0.0,0.0,0.0,3,1,1,1
kishore0617-BK,0.0,0.0,0.0,2,0,1,1
rjsamra,442.0,0.0,1.0,9,2,1,2
augustoamaro,17.0,0.0,0.0,9,0,1,1
Justinkingbella,1.0,0.0,0.0,7,0,1,1
tarun-soni,18.0,0.0,0.0,9,0,1,1
liushili0319,1.0,0.0,0.0,6,0,1,1
tcm390,44.0,0.0,0.0,6,7,1,1
remo1705,0.0,0.0,0.0,3,0,1,1
FDbomb,3.0,0.0,0.0,12,3,1,1
kingkong066,0.0,0.0,0.0,1,0,1,1
mostafaalagamy,120.0,2131.0,106.0,5,10,1,1
nanameru,2.0,12.0,22.0,5,0,1,1
Splitchy,0.0,0.0,0.0,1,0,1,1
chrislaska1,0.0,0.0,0.0,1,0,1,1
0xtechnoir,14.0,0.0,0.0,8,0,1,1
D3OXY,9.0,0.0,0.0,6,0,1,1
msameel1028,0.0,0.0,0.0,2,0,1,1
Tatanagasai20,0.0,0.0,0.0,3,1,1,1
Abhishek6206-code,1.0,0.0,0.0,2,0,1,1
sehyunc,46.0,0.0,0.0,8,0,1,1
Abdelrahman-azzab,0.0,0.0,0.0,1,1,1,1
dave-nathaniel,6.0,0.0,0.0,7,0,1,1
Emilialandgrebe,0.0,0.0,0.0,2,0,1,1
Alfezkhan61,0.0,0.0,0.0,3,7,1,1
vinceglb,87.0,1064.0,39.0,10,0,1,1
SantiagoIP,0.0,0.0,0.0,1,12,1,1
PTs231205,0.0,0.0,0.0,1,0,1,1
DXing330,0.0,0.0,0.0,4,0,1,1
Sanjeeva2001,0.0,0.0,0.0,4,0,1,1
rsdfx234,0.0,0.0,0.0,1,0,1,2
puneethmishra,28.0,0.0,0.0,13,0,1,1
dade1987,7.0,0.0,0.0,10,0,1,1
PiperGuy,27.0,0.0,0.0,9,0,1,1
TheGlitchr,1.0,2.0,0.0,13,0,1,1
mwczech,0.0,0.0,0.0,6,2,1,1
saikattyo,0.0,0.0,0.0,8,0,1,1
PreetMax85,0.0,0.0,0.0,6,0,1,1
rayman422,0.0,0.0,0.0,1,3,1,2
futatski,0.0,0.0,0.0,10,0,1,1
ykiprov,1.0,0.0,0.0,12,0,1,1
hackerpsyco,0.0,0.0,0.0,1,0,1,1
dylanTruffle,0.0,0.0,0.0,7,5,1,2
rutik1008,0.0,0.0,0.0,2,0,1,1
Kirthika00,0.0,0.0,0.0,1,0,1,1
newmusiclives,0.0,0.0,0.0,1,0,1,1
Armigerous,3.0,1.0,0.0,4,0,1,1
Btthomas26,0.0,0.0,0.0,4,0,1,1
mainguyentuantu,0.0,0.0,0.0,4,4,1,1
kurisu-dotto-komu,1.0,0.0,0.0,1,0,1,1
ulfdalen,5.0,0.0,0.0,15,0,1,1
Pawan4356,6.0,1.0,0.0,3,1,1,1
HxxFaa,0.0,0.0,0.0,2,1,1,1
Vhmiotti,0.0,0.0,0.0,1,0,1,1
iKrelve,69.0,0.0,0.0,11,0,1,1
churizhike,0.0,0.0,0.0,8,0,1,1
leemark-666,0.0,0.0,0.0,1,0,1,1
gauravthethinker,1.0,0.0,0.0,13,0,1,1
mainecleaningco,0.0,0.0,0.0,1,0,1,1
lollipop-onl,19.0,0.0,0.0,7,1,1,1
spoodyz,0.0,0.0,0.0,1,0,1,1
OctavioPB1,1.0,0.0,0.0,5,0,1,1
rxw,12.0,1.0,0.0,12,0,1,1
Bhargava1111,0.0,0.0,0.0,3,0,1,1
Xiaohao201,0.0,0.0,0.0,5,0,1,1
alexkunde,7.0,0.0,0.0,6,0,1,1
robintsang,1.0,0.0,0.0,8,0,1,1
GilangLiswiyanaPutra,3.0,0.0,0.0,4,0,1,1
muftah001,0.0,0.0,0.0,1,0,1,1
berkeleyljj,0.0,0.0,0.0,5,0,1,1
Agenciatektus,0.0,0.0,0.0,2,0,1,1
wpdata,0.0,0.0,0.0,11,0,1,1
autotunecode,0.0,0.0,0.0,3,0,1,1
sujayakar,55.0,48.0,3.0,13,0,1,1
boytrumpeter,0.0,0.0,0.0,8,0,1,1
Hemkush,0.0,0.0,0.0,6,0,1,2
BRITANNIAFORGELTD,0.0,0.0,0.0,1,0,1,1
lizelle-farmslip,0.0,0.0,0.0,1,0,1,1
Sjadr,0.0,1.0,0.0,4,0,1,1
dbm5891,0.0,0.0,0.0,8,0,1,1
Asuka109,58.0,0.0,0.0,10,0,1,1
reski-rukmantiyo,6.0,0.0,0.0,6,0,1,1
bubbadog,5.0,1.0,0.0,14,1,1,1
martinmuron,0.0,0.0,0.0,1,0,1,1
Dwainregoo,0.0,0.0,0.0,3,0,1,1
allvo6377,0.0,0.0,0.0,8,0,1,1
tsathya98,0.0,0.0,0.0,7,0,1,1
Muhammad7226Ammar,0.0,0.0,0.0,1,0,1,1
carollc,0.0,0.0,0.0,5,0,1,1
DevKokko,0.0,0.0,0.0,9,0,1,1
Sauravthecoder26,0.0,0.0,0.0,2,0,1,1
muhamadsyahrulmubarok,0.0,0.0,0.0,8,0,1,1
Akashamba,38.0,0.0,0.0,7,0,1,1
Muntajir11,18.0,0.0,0.0,5,0,1,1
nlenjibi,0.0,0.0,0.0,6,0,1,1
Ryonghan,0.0,0.0,0.0,1,0,1,1
SIBISAM,1.0,0.0,0.0,10,0,1,1
tutangszxc,0.0,0.0,0.0,1,0,1,1
geeth24,19.0,0.0,0.0,7,0,1,1
rickypin,2.0,0.0,0.0,12,0,1,1
luccahuguet,62.0,504.0,27.0,9,0,1,1
46319943,20.0,9.0,1.0,10,0,1,1
FlamingKeyboard,0.0,0.0,0.0,9,0,1,1
ignatovv,33.0,0.0,0.0,12,0,1,1
fsamejim,0.0,0.0,0.0,12,0,1,1
hjanuschka,66.0,0.0,0.0,14,0,1,1
starbops,59.0,0.0,0.0,14,38,1,2
yashchitneni,2.0,0.0,0.0,13,0,1,1
cagojeiger,1.0,2.0,0.0,10,50,2,4
gfendres,10.0,0.0,0.0,13,0,1,1
dyoshikawa,12.0,130.0,6.0,9,0,1,1
OliverWolffGIP,0.0,0.0,0.0,1,3,1,1
carmandale,1.0,1.0,0.0,14,72,2,3
cjw296,136.0,6.0,1.0,15,34,2,3
obrunogonzaga,11.0,0.0,0.0,12,5,2,1
taurean,32.0,0.0,0.0,16,0,1,1
peteranny,7.0,0.0,0.0,12,0,1,1
paulgb,634.0,0.0,0.0,17,0,1,1
abrichr,58.0,0.0,0.0,15,0,1,1
wize73-ai,1.0,0.0,0.0,5,0,1,1
ssilve1989,7.0,5.0,0.0,13,0,1,1
ddisisto,4.0,1.0,0.0,13,0,1,1
zmoog,39.0,0.0,0.0,18,0,1,1
chazmaniandinkle,12.0,0.0,0.0,16,18,2,3
posix4e,139.0,0.0,0.0,15,0,1,1
jesperronn,38.0,0.0,1.0,18,0,1,1
turdjali,0.0,0.0,0.0,2,56,1,1
tcauth,1.0,0.0,0.0,11,42,1,3
anthonyloor,1.0,1.0,0.0,4,40,1,2
MohamedMBG,2.0,0.0,0.0,3,2,1,1
Lumorn,0.0,0.0,0.0,2,51,1,2
astrack,0.0,0.0,0.0,14,2,1,1
vonwao,20.0,0.0,0.0,16,24,1,2
SunagimoOisii,0.0,4.0,0.0,3,51,1,3
gtgottlieb,1.0,0.0,0.0,7,0,1,1
oliverk120,0.0,0.0,0.0,13,26,1,3
pdfinn,6.0,16.0,1.0,10,66,1,7
inverted-capital,4.0,1.0,0.0,6,75,1,23
dancxjo,1.0,0.0,0.0,13,55,1,2
ksubramanian9,0.0,0.0,0.0,9,7,1,2
comeca-ai,0.0,0.0,0.0,1,66,2,10
Ucodia,15.0,8.0,0.0,14,20,1,3
dannyaudian,1.0,0.0,2.0,1,25,1,2
CynthiaArdman-Appomni,0.0,0.0,0.0,1,40,1,2
